,score_1,score_2,score_3,score_4,score_5,label_pred_1,label_pred_2,label_pred_3,label_pred_4,label_pred_5,label_true,is_pred_1_correct,is_pred_2_correct,is_pred_3_correct,is_pred_4_correct,is_pred_5_correct,is_top3_correct,is_top5_correct
67,0.5845925807952881,0.5368029475212097,0.5253735780715942,0.5133105516433716,0.5125139355659485,connectivity issue,wrong designation,reset adac,black screen,black screen,reset adac,0,0,1,0,0,1,1
68,0.7389068007469177,0.7319059371948242,0.728010892868042,0.7245511412620544,0.7207084894180298,reset adac,reset adac,black screen,reset adac,reset adac,reset adac,1,1,0,1,1,1,1
69,0.8288233876228333,0.7970817685127258,0.7812348008155823,0.7784491181373596,0.7763968110084534,wrong designation,wrong designation,black screen,wrong designation,shunt issue,out of scope,0,0,0,0,0,0,0
70,0.786460280418396,0.7642104029655457,0.7578427791595459,0.7494770884513855,0.746027410030365,display issue,reset adac,shunt issue,reset adac,reset adac,reset adac,0,1,0,1,1,1,1
71,0.8221108913421631,0.8087934255599976,0.7931668758392334,0.771690309047699,0.7692509889602661,black screen,display freeze,connectivity issue,black screen,"message ""sos to check""",out of scope,0,0,0,0,0,0,0
72,0.7888779044151306,0.7278165221214294,0.7044215202331543,0.6974450349807739,0.6862629652023315,fuel gauge issue,reset adac,reset adac,map issue,reset adac,reset adac,0,1,1,0,1,1,1
73,0.8277849555015564,0.816902756690979,0.7987198829650879,0.7973253130912781,0.7965986132621765,display freeze,display issue,loss of tactil function on screen,loss of tactil function on screen,radnav doesn't work,inex,0,0,0,0,0,0,0
74,0.7012709379196167,0.6835096478462219,0.6668173670768738,0.6640649437904358,0.6599351763725281,reset adac,reset adac,reset adac,reset adac,reset adac,reset adac,1,1,1,1,1,1,1
75,0.5981128811836243,0.5672119855880737,0.5611358880996704,0.5560134053230286,0.5549550652503967,black screen,wrong designation,reboot issue,reboot issue,reboot issue,reset adac,0,0,0,0,0,0,0
76,0.7389382123947144,0.733045220375061,0.7169787883758545,0.6996431350708008,0.6949095726013184,reset adac,reset adac,reset adac,reset adac,reset adac,reset adac,1,1,1,1,1,1,1
77,0.6959479451179504,0.6926676034927368,0.6817325949668884,0.6552109122276306,0.6522783637046814,wrong designation,wrong designation,display issue,"message ""sos to check""",message sos to control,out of scope,0,0,0,0,0,0,0
78,0.9800377488136292,0.7398882508277893,0.7298610210418701,0.6980354189872742,0.6921201944351196,reset adac,reset adac,reset adac,reset adac,reset adac,reset adac,1,1,1,1,1,1,1
79,0.7892232537269592,0.7813903093338013,0.7802112102508545,0.7760566473007202,0.7646986842155457,loss of tactil function on screen,black screen,black screen,connectivity issue,radio issue,reset adac,0,0,0,0,0,0,0
80,0.682008683681488,0.6710568070411682,0.6643044948577881,0.6620842814445496,0.6606630682945251,display freeze,black screen,radnav doesn't work,"message ""sos to check""","message ""sos to check""",reset adac,0,0,0,0,0,0,0
81,0.6897359490394592,0.6626725196838379,0.637371838092804,0.6322915554046631,0.6315013766288757,reset adac,reset adac,reset adac,reset adac,reset adac,reset adac,1,1,1,1,1,1,1
82,0.7748335599899292,0.7744688391685486,0.7679376006126404,0.7543702721595764,0.7536595463752747,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,inex,0,0,0,0,0,0,0
83,0.7362044453620911,0.6747915148735046,0.6659451723098755,0.6630547046661377,0.6417514085769653,reset adac,black screen,black screen,inex,reset adac,inex,0,0,0,1,0,0,1
84,0.9694417715072632,0.7518388032913208,0.7515100836753845,0.7470101714134216,0.7454992532730103,reset adac,reset adac,inex,reset adac,black screen,reset adac,1,1,0,1,0,1,1
85,0.9881332516670227,0.7319059371948242,0.7252698540687561,0.7247548699378967,0.7109882831573486,reset adac,reset adac,reset adac,black screen,reset adac,reset adac,1,1,1,0,1,1,1
86,0.7267400622367859,0.7241988182067871,0.7211434841156006,0.720365047454834,0.7182523012161255,reset adac,reset adac,inex,reset adac,black screen,reset adac,1,1,0,1,0,1,1
87,0.7030245065689087,0.6057060956954956,0.6015377640724182,0.5758684873580933,0.5742197632789612,inex,black screen,black screen,black screen,reset adac,inex,1,0,0,0,0,1,1
88,0.7145648002624512,0.7059615850448608,0.6947863698005676,0.6854383945465088,0.680337131023407,display freeze,inex,wrong designation,wrong designation,black screen,out of scope,0,0,0,0,0,0,0
89,0.8263800144195557,0.8185045719146729,0.8031505346298218,0.7961501479148865,0.7947309613227844,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
90,0.706165075302124,0.7046317458152771,0.7043518424034119,0.6808143258094788,0.6762409210205078,wrong designation,spinning flower,reception issue ( fm am dab gps),black screen,display freeze,fuel gauge issue,0,0,0,0,0,0,0
91,0.6368390917778015,0.6246793270111084,0.6139930486679077,0.6130692958831787,0.6117522120475769,temperature fonction issue,wrong designation,out of scope,"message ""sos to check""",shunt issue,out of scope,0,0,1,0,0,1,1
92,0.7124493718147278,0.6952463388442993,0.6852763295173645,0.6813133358955383,0.6769726872444153,"message ""sos to check""","message ""sos to check""","message ""sos to check""",black screen,camera issue,out of scope,0,0,0,0,0,0,0
93,0.7822685837745667,0.7746245265007019,0.7732493877410889,0.7531596422195435,0.7504440546035767,black screen,settings issue,black screen,sound issue,bluetooth,inex,0,0,0,0,0,0,0
94,0.7982469201087952,0.7896934151649475,0.789596676826477,0.7888175249099731,0.7765164971351624,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,inex,0,0,0,0,0,0,0
95,0.9934147000312805,0.7542517781257629,0.7226625084877014,0.7133573889732361,0.7105432748794556,out of scope,connectivity issue,connectivity issue,"message ""sos to check""",inductive charger issue,out of scope,1,0,0,0,0,1,1
96,0.9886321425437927,0.7613272666931152,0.7551383376121521,0.7536440491676331,0.7516930103302002,out of scope,"message ""sos to check""",inexploitable,"message ""sos to check""",black screen,out of scope,1,0,0,0,0,1,1
97,0.7904733419418335,0.7699469327926636,0.7643606662750244,0.7610315680503845,0.7595632076263428,message sos to control,"message ""sos to check""",black screen,"message ""sos to check""",out of scope,out of scope,0,0,0,0,1,0,1
98,0.7304470539093018,0.7190742492675781,0.7047826051712036,0.7044073343276978,0.7040226459503174,out of scope,"message ""sos to check""","message ""sos to check""",out of scope,speed reading function issue,out of scope,1,0,0,1,0,1,1
99,0.7855279445648193,0.7810783982276917,0.7749513983726501,0.7727476358413696,0.7691977620124817,radnav doesn't work,wrong designation,bluetooth,temperature fonction issue,radnav doesn't work,out of scope,0,0,0,0,0,0,0
100,0.862630307674408,0.7956545948982239,0.7373443245887756,0.7351568341255188,0.7214312553405762,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,reset adac,fuel gauge issue,1,1,1,1,0,1,1
101,0.6749511957168579,0.6689366102218628,0.6676273941993713,0.665674090385437,0.6622625589370728,adas issue,rear view camera issue,wrong designation,reboot issue,adas issue,out of scope,0,0,0,0,0,0,0
102,0.6147457361221313,0.5583105683326721,0.5528969764709473,0.5478864312171936,0.5478565096855164,inex,settings issue,black screen,reset adac,reset adac,out of scope,0,0,0,0,0,0,0
103,0.7364394664764404,0.6449860334396362,0.6428894400596619,0.6419135332107544,0.6407635807991028,bluetooth,reception issue ( fm am dab gps),wrong designation,reception issue ( fm am dab gps),camera issue,out of scope,0,0,0,0,0,0,0
104,0.9932332634925842,0.8268545866012573,0.7979696393013,0.7801264524459839,0.7794727683067322,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
105,0.8000078797340393,0.7982958555221558,0.7947309613227844,0.789150595664978,0.7849262952804565,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,reset adac,fuel gauge issue,1,1,1,1,0,1,1
106,0.7868483066558838,0.756973922252655,0.7495794296264648,0.7430903911590576,0.7391220927238464,fuel gauge issue,fuel gauge issue,fuel gauge issue,9999 mileage / faulty language,fuel gauge issue,fuel gauge issue,1,1,1,0,1,1,1
107,0.9743940234184265,0.7664968371391296,0.756234347820282,0.7497140765190125,0.7374544143676758,fuel gauge issue,reset adac,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,0,1,1,1,1,1
108,0.8060048222541809,0.7934668660163879,0.7920855283737183,0.7868312001228333,0.7839481830596924,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
109,0.9955939650535583,0.8239715099334717,0.8109772801399231,0.8020597100257874,0.7917815446853638,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
110,0.986652672290802,0.8235428333282471,0.8137988448143005,0.7922717928886414,0.7907052636146545,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
111,0.7999951243400574,0.7794918417930603,0.7686535716056824,0.7607196569442749,0.7594579458236694,fuel gauge issue,inex,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,0,1,1,1,1,1
112,0.7002672553062439,0.6618648171424866,0.6362744569778442,0.6255908608436584,0.6249048709869385,black screen,inex,black screen,reset adac,reset adac,inex,0,1,0,0,0,1,1
113,0.7654344439506531,0.7542920708656311,0.7510109543800354,0.7478628754615784,0.7460516095161438,black screen,shunt issue,shunt issue,black screen,black screen,shunt issue,0,1,1,0,0,1,1
114,0.7579866051673889,0.7560426592826843,0.7538702487945557,0.7425399422645569,0.736848771572113,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
115,0.9820013046264648,0.6378272175788879,0.6330991387367249,0.5753556489944458,0.5548655390739441,out of scope,speed reading function issue,black screen,reset adac,display issue,out of scope,1,0,0,0,0,1,1
116,0.6736378073692322,0.6590494513511658,0.6571462154388428,0.6539714932441711,0.6539244055747986,black screen,black screen,speed reading function issue,black screen,black screen,shunt issue,0,0,0,0,0,0,0
117,0.8482958674430847,0.8300517201423645,0.817205011844635,0.8141129016876221,0.8112714886665344,black screen,shunt issue,radnav doesn't work,display freeze,inexploitable,shunt issue,0,1,0,0,0,1,1
118,0.7281997799873352,0.7280148863792419,0.7264130711555481,0.7232181429862976,0.7176885604858398,"message ""sos to check""","message ""sos to check""","message ""sos to check""",message sos to control,"message ""sos to check""",out of scope,0,0,0,0,0,0,0
119,0.7059969902038574,0.675467312335968,0.6701641082763672,0.6467400193214417,0.6419695615768433,reset adac,shunt issue,reset adac,black screen,black screen,reset adac,1,0,1,0,0,1,1
120,0.7722180485725403,0.7557305693626404,0.7289974689483643,0.7192893028259277,0.7190085053443909,"message ""sos to check""",display issue,out of scope,"message ""sos to check""",antenna issue,out of scope,0,0,1,0,0,1,1
121,0.719950795173645,0.7077910304069519,0.6917909979820251,0.6707021594047546,0.6705284118652344,inex,black screen,reset adac,black screen,black screen,reset adac,0,0,1,0,0,1,1
122,0.7707187533378601,0.7614036202430725,0.7503354549407959,0.748487651348114,0.7479031682014465,reception issue ( fm am dab gps),shunt issue,time issue,settings issue,bluetooth,out of scope,0,0,0,0,0,0,0
123,0.9937170743942261,0.7639943361282349,0.7523214221000671,0.7276113629341125,0.7220048308372498,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
124,0.796995997428894,0.789955198764801,0.7811459302902222,0.7809558510780334,0.7754469513893127,shunt issue,message sos to control,"message ""sos to check""",fuel gauge issue,out of scope,inex,0,0,0,0,0,0,0
125,0.997118353843689,0.7699840068817139,0.7369042634963989,0.7324806451797485,0.7298171520233154,reset adac,reset adac,fuel gauge issue,9999 mileage / faulty language,fuel gauge issue,reset adac,1,1,0,0,0,1,1
126,0.7584483623504639,0.6802951693534851,0.6802272796630859,0.679153323173523,0.6786126494407654,reset adac,black screen,reset adac,black screen,reset adac,reset adac,1,0,1,0,1,1,1
127,0.7901253700256348,0.7551748752593994,0.7546364068984985,0.7462162375450134,0.730758547782898,adas issue,"message ""sos to check""",inductive charger issue,inductive charger issue,wrong designation,inex,0,0,0,0,0,0,0
128,0.733045220375061,0.675064206123352,0.6723907589912415,0.6719470620155334,0.6645744442939758,reset adac,fuel gauge issue,reset adac,black screen,display freeze,reset adac,1,0,1,0,0,1,1
129,0.7903830409049988,0.7664968371391296,0.7598665356636047,0.7214312553405762,0.7171289920806885,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,reset adac,0,0,0,0,0,0,0
130,0.8837777376174927,0.8281452059745789,0.7625176906585693,0.7169787883758545,0.6959580183029175,reset adac,reset adac,reset adac,reset adac,"message ""sos to check""",reset adac,1,1,1,1,0,1,1
131,0.9976508617401123,0.7368308305740356,0.7254741787910461,0.720647394657135,0.7122927904129028,reset adac,reset adac,reset adac,wrong designation,reset adac,reset adac,1,1,1,0,1,1,1
132,0.7759940028190613,0.7397964000701904,0.6963621377944946,0.6892136335372925,0.6735288500785828,reset adac,reset adac,black screen,reset adac,reset adac,reset adac,1,1,0,1,1,1,1
133,0.699501097202301,0.6549779772758484,0.6522332429885864,0.621417760848999,0.6081448793411255,9999 mileage / faulty language,language issue,9999 mileage / faulty language,language issue,language issue,reset adac,0,0,0,0,0,0,0
134,0.5778173804283142,0.5580565929412842,0.5538583397865295,0.5473902225494385,0.5447878241539001,reset adac,update issue,reset adac,replication issue,oil level issue,reset adac,1,0,1,0,0,1,1
135,0.7938498854637146,0.783843457698822,0.7836912870407104,0.7515627145767212,0.74587082862854,black screen,reboot issue,reboot issue,black screen,reboot issue,shunt issue,0,0,0,0,0,0,0
136,0.7708273530006409,0.7523214221000671,0.7481898665428162,0.72434002161026,0.711398720741272,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,fuel gauge issue,1,1,1,1,1,1,1
137,0.6810147166252136,0.6713358163833618,0.6690108776092529,0.6618687510490417,0.6611093282699585,black screen,reset adac,reset adac,inexploitable,speed reading function issue,reset adac,0,1,1,0,0,1,1
